,street_number,street_name,neighborhood,city,postal_code,lon,lat,HUNDRED_BLOCK,count,address
183,16025,104 Avenue,Surrey,Greater Vancouver,V4N 1T3,-122.7771723,49.1933631,104TH AVE / 160TH ST,100,104TH AVE / 160TH ST Surrey
184,19510,Fraser Highway,Surrey,Greater Vancouver,V3S 6K5,-122.6826194,49.1148629,19500 FRASER HWY,100,19500 FRASER HWY Surrey
185,128 St FS 93 Ave,Surrey,Greater Vancouver,British Columbia,V3V,-122.8680695,49.1716982,9300 128TH ST,100,9300 128TH ST Surrey
186,10194,133 Street,Whalley,Surrey,V3T 3Y7,-122.854058,49.1879819,10200 133RD ST,99,10200 133RD ST Surrey
187,13615,76 Avenue,Newton,Surrey,V3W 8J5,-122.8449669,49.1407896,13700 76TH AVE,99,13700 76TH AVE Surrey
188,72 Ave FS King George Blvd,Newton,Surrey,Greater Vancouver,V3W,-122.8455282,49.1334851,KING GEORGE BLVD / 72ND AVE,99,KING GEORGE BLVD / 72ND AVE Surrey
189,11082,BC Parkway,South Westminster,Surrey,V3V 4V1,-122.8786244,49.2043332,11100 124TH ST,98,11100 124TH ST Surrey
190,13912,104 Avenue,Whalley,Surrey,V3T 1X2,-122.8369325,49.1912172,13900 104TH AVE,98,13900 104TH AVE Surrey
191,17400,56 Avenue,Surrey,Greater Vancouver,V3S 1C3,-122.7409258,49.1036117,17400 56TH AVE,98,17400 56TH AVE Surrey
192,152 St FS Hwy 10,Surrey,Greater Vancouver,British Columbia,V3S,-122.8011739,49.1045154,56TH AVE / 152ND ST,98,56TH AVE / 152ND ST Surrey
193,8520,132 Street,Newton,Surrey,V3W 4N7,-122.8563905,49.1576992,8500 132ND ST,98,8500 132ND ST Surrey
194,9256,121 Street,Surrey,Greater Vancouver,V3V 7K8,-122.8874428,49.1704279,9200 121ST ST,98,9200 121ST ST Surrey
195,10538,153 Street,Guildford,Surrey,V3R 0G6,-122.7978963,49.1940836,10500 153RD ST,97,10500 153RD ST Surrey
196,12287,84 Avenue,Newton,Surrey,V3W 3G7,-122.8823843,49.155793,12300 84TH AVE,97,12300 84TH AVE Surrey
197,9621,134 Street,Whalley,Surrey,V3V 1Y6,-122.8513335,49.1774023,9600 134TH ST,96,9600 134TH ST Surrey
198,13748,Fraser Highway,Whalley,Surrey,V3T 4G9,-122.8413807,49.1808096,9800 WHALLEY BLVD,96,9800 WHALLEY BLVD Surrey
199,10210,King George Boulevard,Whalley,Surrey,V3T 2W5,-122.8453711,49.1878884,KING GEORGE BLVD / 102ND AVE,96,KING GEORGE BLVD / 102ND AVE Surrey
200,14877,100 Avenue,Guildford,Surrey,V3R 3H1,-122.8104324,49.1841809,14900 100TH AVE,95,14900 100TH AVE Surrey
201,160 St FS Fraser Hwy,Surrey,Greater Vancouver,British Columbia,V4N 0Y3,-122.7790105,49.157423,160TH ST / FRASER HWY,95,160TH ST / FRASER HWY Surrey
202,19416,64 Avenue,Surrey,Greater Vancouver,V3S 3L7,-122.6853872,49.119172,6400 194TH ST,95,6400 194TH ST Surrey
203,9504,132 Street,Surrey,Greater Vancouver,V3V 5R3,-122.8565479,49.1752663,9500 132ND ST,95,9500 132ND ST Surrey
204,13618,100 Avenue,Whalley,Surrey,V3T 0A8,-122.8454059,49.1842491,KING GEORGE BLVD / 100TH AVE,95,KING GEORGE BLVD / 100TH AVE Surrey
205,10581,Scott Road,South Westminster,Surrey,V3V 4G4,-122.8876673,49.1948247,10600 SCOTT RD,94,10600 SCOTT RD Surrey
206,128 St FS 84 Ave,Newton,Surrey,Greater Vancouver,V3W,-122.8679958,49.1554236,128TH ST / 84TH AVE,94,128TH ST / 84TH AVE Surrey
207,144 St FS 72 Ave,Newton,Surrey,Greater Vancouver,V3W,-122.8232639,49.1337855,144TH ST / 72ND AVE,94,144TH ST / 72ND AVE Surrey
208,7808,132 Street,Newton,Surrey,V3W 4N1,-122.8567819,49.1445649,7800 132ND ST,94,7800 132ND ST Surrey
209,9285,122 Street,Surrey,Greater Vancouver,V3V 7R7,-122.8846963,49.1721445,9300 122ND ST,94,9300 122ND ST Surrey
210,64 Ave FS 152 St,Surrey,Greater Vancouver,British Columbia,V3S,-122.8010616,49.1191135,64TH AVE / 152ND ST,93,64TH AVE / 152ND ST Surrey
211,13350,Comber Way,Newton,Surrey,V3W 5V9,-122.854066,49.1360429,13300 COMBER WAY,92,13300 COMBER WAY Surrey
212,15456,Fraser Highway,Langley Township,Greater Vancouver,V3A 4G6,-122.7935746,49.1630841,15500 FRASER HWY,92,15500 FRASER HWY Surrey
213,7435,176 Street,Surrey,Greater Vancouver,V3S 4P4,-122.7346666,49.1380072,FRASER HWY / 176TH ST,92,FRASER HWY / 176TH ST Surrey
214,12332,Pattullo Place,South Westminster,Surrey,V3V 8C3,-122.8801156,49.2041957,12300 PATTULLO PL,91,12300 PATTULLO PL Surrey
215,11173,128 Street,South Westminster,Surrey,V3V,-122.8673355,49.2062642,12800 KING GEORGE BLVD,91,12800 KING GEORGE BLVD Surrey
216,Westbound 104 Ave @ Whalley Blvd,Whalley,Surrey,Greater Vancouver,V3T 1W3,-122.842706,49.1915394,13700 104TH AVE,91,13700 104TH AVE Surrey
217,14105,104 Avenue,Whalley,Surrey,V3T 1X6,-122.8313633,49.1914663,14100 104TH AVE,91,14100 104TH AVE Surrey
218,Southbound 168 St @ 63 Ave,Cloverdale,Surrey,Greater Vancouver,V3S 0Z2,-122.7565009,49.1163216,6300 168TH ST,91,6300 168TH ST Surrey
219,9400,Prince Charles Boulevard,Surrey,Greater Vancouver,V3V 1S6,-122.8631007,49.1742537,9400 PRINCE CHARLES BLVD,91,9400 PRINCE CHARLES BLVD Surrey
220,King George Blvd FS 76 Ave,Newton,Surrey,Greater Vancouver,V3W,-122.8456282,49.1407871,KING GEORGE BLVD / 76TH AVE,91,KING GEORGE BLVD / 76TH AVE Surrey
221,152 St FS 100 Ave,Surrey,Greater Vancouver,British Columbia,V3R,-122.8009668,49.1842033,100TH AVE / 152ND ST,90,100TH AVE / 152ND ST Surrey
222,13630,84 Avenue,Newton,Surrey,V3W 0T6,-122.8447011,49.1554508,13600 84TH AVE,90,13600 84TH AVE Surrey
223,10089,137A Street,Whalley,Surrey,V3T 4J4,-122.8417383,49.1861215,13700 101ST AVE,90,13700 101ST AVE Surrey
224,68 Ave FS King George Blvd,Newton,Surrey,Greater Vancouver,V3W,-122.8455318,49.1262414,6800 KING GEORGE BLVD,90,6800 KING GEORGE BLVD Surrey
225,5995,176 Street,Cloverdale,Surrey,V3S 4E6,-122.7348502,49.1114495,6000 176TH ST,89,6000 176TH ST Surrey
226,128 St FS 80 Ave,Newton,Surrey,Greater Vancouver,V3W,-122.8680816,49.1482197,80TH AVE / 128TH ST,89,80TH AVE / 128TH ST Surrey
227,8115,121A Street,Newton,Surrey,V3W 1J2,-122.8867584,49.1507227,8100 121A ST,89,8100 121A ST Surrey
228,13502,Hilton Road,Whalley,Surrey,V3R 5J4,-122.8483399,49.2025657,13500 HILTON RD,88,13500 HILTON RD Surrey
229,138 St FS 74 Ave,Newton,Surrey,Greater Vancouver,V3W 9C5,-122.8386006,49.1372403,7400 138TH ST,88,7400 138TH ST Surrey
230,14730,100 Avenue,Surrey,Greater Vancouver,V3V 7Z2,-122.8122772,49.1841227,14800 100TH AVE,87,14800 100TH AVE Surrey
231,152 St FS 72 Ave,Surrey,Greater Vancouver,British Columbia,V3S,-122.8011661,49.1336432,152ND ST / 72ND AVE,87,152ND ST / 72ND AVE Surrey
232,2500,King George Boulevard,Surrey,Greater Vancouver,V4P 1H5,-122.79539,49.047892,2500 KING GEORGE BLVD,87,2500 KING GEORGE BLVD Surrey
233,King George Blvd FS 68 Ave,Newton,Surrey,Greater Vancouver,V3W 4Z5,-122.8457043,49.1261844,68TH AVE / KING GEORGE BLVD,87,68TH AVE / KING GEORGE BLVD Surrey
234,7525,King George Boulevard,Newton,Surrey,V3W 5A8,-122.8456278,49.1396832,7600 KING GEORGE BLVD,87,7600 KING GEORGE BLVD Surrey
235,14200,96 Avenue,Surrey,Greater Vancouver,Canada,-122.8284677,49.1765066,FRASER HWY / 96TH AVE,87,FRASER HWY / 96TH AVE Surrey
236,10728,152 Street,Guildford,Surrey,V3R 1W6,-122.8004927,49.1969965,10700 GUILDFORD DR,86,10700 GUILDFORD DR Surrey
237,12795,King George Boulevard,Surrey,Greater Vancouver,V3V 3K7,-122.8674434,49.2064008,128TH ST / KING GEORGE BLVD,86,128TH ST / KING GEORGE BLVD Surrey
238,15200,Guildford Drive,Guildford,Surrey,V3R 0Y5,-122.799978,49.196644,15200 GUILDFORD DR,86,15200 GUILDFORD DR Surrey
239,121-6820,188 Street,Surrey,Greater Vancouver,V4N 5J8,-122.7014081,49.1266122,6800 188TH ST,86,6800 188TH ST Surrey
240,13200,Old Yale Road,Whalley,Surrey,V3T 3C6,-122.8556519,49.1874245,13200 OLD YALE RD,85,13200 OLD YALE RD Surrey
241,152 St FS 88 Ave,Surrey,Greater Vancouver,British Columbia,Canada,-122.8015659,49.1627892,88TH AVE / 152ND ST,85,88TH AVE / 152ND ST Surrey
242,9898,151 Street,Surrey,Greater Vancouver,V3R 8C9,-122.8036949,49.1821804,9900 151ST ST,85,9900 151ST ST Surrey
243,13618,100 Avenue,Whalley,Surrey,V3T 0A8,-122.8454059,49.1842491,100TH AVE / KING GEORGE BLVD,84,100TH AVE / KING GEORGE BLVD Surrey
244,144 St FS 72 Ave,Newton,Surrey,Greater Vancouver,V3W,-122.8232639,49.1337855,72ND AVE / 144TH ST,84,72ND AVE / 144TH ST Surrey
245,7401,King George Boulevard,Newton,Surrey,V3W 5A8,-122.8456069,49.1371466,74TH AVE / KING GEORGE BLVD,84,74TH AVE / KING GEORGE BLVD Surrey
246,88 Ave FS 140 St,Surrey,Greater Vancouver,British Columbia,Canada,-122.834643,49.1627301,88TH AVE / 140TH ST,84,88TH AVE / 140TH ST Surrey
247,72 Ave FS 132 St,Newton,Surrey,Greater Vancouver,V3W,-122.8566835,49.1336715,132ND ST / 72ND AVE,83,132ND ST / 72ND AVE Surrey
248,14410,108 Avenue,Guildford,Surrey,V3R 1V4,-122.8228202,49.1984438,14400 108TH AVE,83,14400 108TH AVE Surrey
249,9018,151 Street,Surrey,Greater Vancouver,V3R 8Y9,-122.8041188,49.1668488,15100 FRASER HWY,83,15100 FRASER HWY Surrey
250,152 St FS 100 Ave,Surrey,Greater Vancouver,British Columbia,V3R,-122.8008855,49.1842028,15200 100TH AVE,83,15200 100TH AVE Surrey
251,16025,104 Avenue,Surrey,Greater Vancouver,V4N 1T3,-122.7771723,49.1933631,160TH ST / 104TH AVE,83,160TH ST / 104TH AVE Surrey
252,17494,175 Street,Cloverdale,Surrey,V3S 1Y9,-122.7378978,49.118355,17500 64TH AVE,83,17500 64TH AVE Surrey
253,8078,British Columbia 99 Alternate,Newton,Surrey,V3W 5B5,-122.8456377,49.1500221,8100 KING GEORGE BLVD,83,8100 KING GEORGE BLVD Surrey
254,128 St FS 88 Ave,Surrey,Greater Vancouver,British Columbia,V3W,-122.8679714,49.1625474,88TH AVE / 128TH ST,83,88TH AVE / 128TH ST Surrey
255,10878,City Parkway,Whalley,Surrey,V3T 5W9,-122.8497567,49.2007023,13500 GATEWAY DR,82,13500 GATEWAY DR Surrey
256,16575,Parkview Place,Surrey,Greater Vancouver,V4N,-122.7631796,49.1903157,13800 103RD AVE,82,13800 103RD AVE Surrey
257,152 St FS 68 Ave,Surrey,Greater Vancouver,British Columbia,V3S,-122.8011187,49.126365,152ND ST / 68TH AVE,82,152ND ST / 68TH AVE Surrey
258,140 St FS Fraser Hwy,Surrey,Greater Vancouver,British Columbia,V3T,-122.8344448,49.178799,FRASER HWY / 140TH ST,82,FRASER HWY / 140TH ST Surrey
259,128 St FS 80 Ave,Newton,Surrey,Greater Vancouver,V3W,-122.8679044,49.1481299,12800 80TH AVE,81,12800 80TH AVE Surrey
260,152 St FS 84 Ave,Surrey,Greater Vancouver,British Columbia,V3S,-122.8013318,49.1555436,152ND ST / 84TH AVE,81,152ND ST / 84TH AVE Surrey
261,2408a,King George Boulevard,Surrey,Greater Vancouver,V4P 1H5,-122.79325,49.0457794,2400 KING GEORGE BLVD,81,2400 KING GEORGE BLVD Surrey
262,9900,140 Street,Surrey,Greater Vancouver,V3T 4M4,-122.834,49.1823,9900 140TH ST,81,9900 140TH ST Surrey
263,11024,136 Street,Surrey,Greater Vancouver,V3R 3B3,-122.844707,49.2029618,11000 136TH ST,80,11000 136TH ST Surrey
264,Southbound King George Blvd @ 132 St,Whalley,Surrey,Greater Vancouver,V3T,-122.8532587,49.204102,13300 KING GEORGE BLVD,80,13300 KING GEORGE BLVD Surrey
265,16575,Parkview Place,Surrey,Greater Vancouver,V4N,-122.7632674,49.1903149,13700 103RD AVE,80,13700 103RD AVE Surrey
266,138 St FS 72 Ave,Newton,Surrey,Greater Vancouver,V3W,-122.838742,49.1335504,138TH ST / 72ND AVE,80,138TH ST / 72ND AVE Surrey
267,19255,56 Avenue,Surrey,Greater Vancouver,V3S 6K1,-122.6889196,49.1049493,19300 56TH AVE,80,19300 56TH AVE Surrey
268,2198,148 Street,Surrey,Greater Vancouver,V4A 4M7,-122.8122234,49.0418954,2200 148TH ST,80,2200 148TH ST Surrey
269,11931,Old Yale Road,South Westminster,Surrey,V3V 3X3,-122.8922591,49.2042294,11900 OLD YALE RD,79,11900 OLD YALE RD Surrey
270,13018,80 Avenue,Newton,Surrey,V3W 3B2,-122.8622548,49.1481184,13000 80TH AVE,79,13000 80TH AVE Surrey
271,64 Ave FS 144 St,South Newton,Surrey,Greater Vancouver,V3S,-122.8232355,49.1190821,144TH ST / 64TH AVE,79,144TH ST / 64TH AVE Surrey
272,6661,Pacific Highway,Surrey,Greater Vancouver,V3S 4G6,-122.7348864,49.1233776,17600 66A AVE,79,17600 66A AVE Surrey
273,17608,British Columbia 10,Surrey,Greater Vancouver,V3S 1C5,-122.7350025,49.1040924,176TH ST / 56TH AVE,79,176TH ST / 56TH AVE Surrey
274,10198,152 Street,Guildford,Surrey,V3R 6N7,-122.8006217,49.1878075,10200 152ND ST,78,10200 152ND ST Surrey
275,10702,138 Street,Whalley,Surrey,V3T 4K5,-122.8394229,49.1970264,10700 138TH ST,78,10700 138TH ST Surrey
276,13508,84 Avenue,Newton,Surrey,V3W 3H2,-122.8485968,49.1552184,13500 84TH AVE,78,13500 84TH AVE Surrey
277,14876,101A Avenue,Guildford,Surrey,V3R 7V5,-122.8100026,49.1864221,14900 101A AVE,78,14900 101A AVE Surrey
278,8-19272,96 Avenue,Surrey,Greater Vancouver,V4N 4C1,-122.6876198,49.1764362,19300 96TH AVE,78,19300 96TH AVE Surrey
279,7526,144 Street,Newton,Surrey,V3W 5S6,-122.8233821,49.1396003,2500 144TH ST,78,2500 144TH ST Surrey
280,34,58 Avenue,Cloverdale,Surrey,V3S 4J6,-122.7299801,49.1078406,5800 177B ST,78,5800 177B ST Surrey
281,8673,160 Street,Surrey,Greater Vancouver,V4N 1G4,-122.7789034,49.1605899,8700 160TH ST,78,8700 160TH ST Surrey
282,14096,56 Avenue,Newton,Surrey,V3X 2Z8,-122.8315871,49.1045115,KING GEORGE BLVD / 56TH AVE,78,KING GEORGE BLVD / 56TH AVE Surrey
283,8005,King George Boulevard,Newton,Surrey,V3W 5B4,-122.8456819,49.1481481,KING GEORGE BLVD / 80TH AVE,78,KING GEORGE BLVD / 80TH AVE Surrey
284,12496,72 Avenue,Newton,Surrey,V3W 2M6,-122.8762373,49.1338707,12500 72ND AVE,77,12500 72ND AVE Surrey
285,12700,102 Avenue,Saint Helen's Park,Surrey,V3V 3E5,-122.8701261,49.1878375,12700 102ND AVE,77,12700 102ND AVE Surrey
286,14900,105 Avenue,Guildford,Surrey,V3R 1R6,-122.80932,49.192904,14900 105TH AVE,77,14900 105TH AVE Surrey
287,152 St FS 101 Ave,Guildford,Surrey,Greater Vancouver,V3R,-122.8009282,49.1861205,15200 101ST AVE,76,15200 101ST AVE Surrey
288,152 St FS 32 Ave,Surrey,Greater Vancouver,British Columbia,V3S,-122.8013132,49.0615267,152ND ST / 32ND AVE,76,152ND ST / 32ND AVE Surrey
289,3233,British Columbia 15,Kensington Prairie,Surrey,V3S 0L5,-122.7354991,49.0601899,176TH ST / 32ND AVE,76,176TH ST / 32ND AVE Surrey
290,18509,96 Avenue,Surrey,Greater Vancouver,V4N 3P7,-122.7089184,49.1769971,18500 96TH AVE,76,18500 96TH AVE Surrey
291,7155,Hall Road,Newton,Surrey,V3W 4X4,-122.8470118,49.1323536,7100 HALL RD,76,7100 HALL RD Surrey
292,88 Ave FS 132 St,Surrey,Greater Vancouver,British Columbia,V3W,-122.8568598,49.1626889,88TH AVE / 132ND ST,76,88TH AVE / 132ND ST Surrey
293,108 Ave FS 132 St,Surrey,Greater Vancouver,British Columbia,V3T 3W6,-122.8564806,49.1989606,13200 108TH AVE,75,13200 108TH AVE Surrey
294,88 Ave FS 132 St,Surrey,Greater Vancouver,British Columbia,V3W,-122.8568598,49.1626889,132ND ST / 88TH AVE,75,132ND ST / 88TH AVE Surrey
295,13894,102 Avenue,Whalley,Surrey,V3T 1P1,-122.8371369,49.1877611,13900 102ND AVE,75,13900 102ND AVE Surrey
296,Fraser Hwy FS 168 St,Surrey,Greater Vancouver,British Columbia,V4N,-122.7563848,49.1479833,168TH ST / FRASER HWY,75,168TH ST / FRASER HWY Surrey
297,8701,176 Street,Surrey,Greater Vancouver,V4N 6G6,-122.7348772,49.1625943,176TH ST / 88TH AVE,75,176TH ST / 88TH AVE Surrey
298,18677,52 Avenue,Surrey,Greater Vancouver,V3S 8E5,-122.7048003,49.0970605,18600 52ND AVE,75,18600 52ND AVE Surrey
299,72 Ave FS King George Blvd,Newton,Surrey,Greater Vancouver,V3W,-122.8455285,49.1335286,7200 KING GEORGE BLVD,75,7200 KING GEORGE BLVD Surrey
300,138 St FS 72 Ave,Newton,Surrey,Greater Vancouver,V3W,-122.838742,49.1335504,72ND AVE / 138TH ST,75,72ND AVE / 138TH ST Surrey
301,8118,128 Street,Newton,Surrey,V3W 1R1,-122.8679969,49.1503182,82ND AVE / 128TH ST,75,82ND AVE / 128TH ST Surrey
302,64 Ave FS King George Blvd,Newton,Surrey,Greater Vancouver,Canada,-122.8456164,49.1190038,KING GEORGE BLVD / 64TH AVE,75,KING GEORGE BLVD / 64TH AVE Surrey
303,10057,137A Street,Whalley,Surrey,V3T 4J4,-122.8414393,49.1851615,10000 137A ST,74,10000 137A ST Surrey
304,13700,100 Avenue,Whalley,Surrey,V3T 1H9,-122.843169,49.1843253,10000 WHALLEY BLVD,74,10000 WHALLEY BLVD Surrey
305,13499,87B Avenue,Newton,Surrey,V3W 6V3,-122.8485839,49.162509,13500 88TH AVE,74,13500 88TH AVE Surrey
306,14902,104 Avenue,Guildford,Surrey,V3R 1M7,-122.8092,49.1915,14900 104TH AVE,74,14900 104TH AVE Surrey
307,Westbound 32 Ave Diversion @ 32 Ave,Surrey,Greater Vancouver,British Columbia,V4P 0A2,-122.8071675,49.0603858,15000 32ND AVE,74,15000 32ND AVE Surrey
308,15970,96 Avenue,Surrey,Greater Vancouver,V4N 2L6,-122.7789581,49.1768624,160TH ST / 96TH AVE,74,160TH ST / 96TH AVE Surrey
309,Eastbound 112 Ave @ 124 St,Surrey,Greater Vancouver,British Columbia,V3V 3K2,-122.8796898,49.2059772,12400 KING GEORGE BLVD,73,12400 KING GEORGE BLVD Surrey
310,10295,141 Street,Whalley,Surrey,V3T 4P9,-122.8317682,49.18938,14100 103RD AVE,73,14100 103RD AVE Surrey
311,8789,144 Street,Newton,Surrey,V3W 5T9,-122.8235246,49.1628117,144TH ST / 88TH AVE,73,144TH ST / 88TH AVE Surrey
312,96 Ave FS 132 St,Surrey,Greater Vancouver,British Columbia,V3T 3S4,-122.8568228,49.1771471,96TH AVE / 132ND ST,73,96TH AVE / 132ND ST Surrey
313,12281,Old Yale Road,South Westminster,Surrey,V3V 3X7,-122.8823345,49.1992715,10800 SCOTT RD,72,10800 SCOTT RD Surrey
314,12300,88 Avenue,Newton,Surrey,V3W 3J4,-122.883337,49.1629549,12300 88TH AVE,72,12300 88TH AVE Surrey
315,12900,96 Avenue,Surrey,Greater Vancouver,V3V 6V9,-122.8652884,49.1770678,12900 96TH AVE,72,12900 96TH AVE Surrey
316,132 St FS 76 Ave,Newton,Surrey,Greater Vancouver,V3W,-122.8567971,49.1409403,132ND ST / 76TH AVE,72,132ND ST / 76TH AVE Surrey
317,7392,138 Street,Newton,Surrey,V3W 5H2,-122.8381823,49.1370883,13900 74TH AVE,72,13900 74TH AVE Surrey
318,14620,105A Avenue,Guildford,Surrey,V3R 5X9,-122.8175919,49.1937234,14600 105A AVE,72,14600 105A AVE Surrey
319,15230,105 Avenue,Guildford,Surrey,V3R 0W8,-122.800097,49.1930261,15200 105TH AVE,72,15200 105TH AVE Surrey
320,152 St FS 100 Ave,Surrey,Greater Vancouver,British Columbia,V3R,-122.8009668,49.1842033,152ND ST / 100TH AVE,72,152ND ST / 100TH AVE Surrey
321,8748,156 Street,Surrey,Greater Vancouver,V3S 3S3,-122.7902688,49.1616665,156TH ST / FRASER HWY,72,156TH ST / FRASER HWY Surrey
322,Westbound Hwy 10 @ 168 St,Cloverdale,Surrey,Greater Vancouver,V3S,-122.7567028,49.1042239,168TH ST / 56TH AVE,72,168TH ST / 56TH AVE Surrey
323,152 St FS 72 Ave,Surrey,Greater Vancouver,British Columbia,V3S,-122.8011661,49.1336432,72ND AVE / 152ND ST,72,72ND AVE / 152ND ST Surrey
324,128 St FS 76 Ave,Newton,Surrey,Greater Vancouver,V3W,-122.8678486,49.1410308,76TH AVE / 128TH ST,72,76TH AVE / 128TH ST Surrey
325,152 St FS 96 Ave,Surrey,Greater Vancouver,British Columbia,V3R,-122.8011784,49.1768821,96TH AVE / 152ND ST,72,96TH AVE / 152ND ST Surrey
326,108 Ave FS 148 St,Guildford,Surrey,Greater Vancouver,V3R,-122.8124861,49.1987331,108TH AVE / 148TH ST,71,108TH AVE / 148TH ST Surrey
327,10563,133 Street,Whalley,Surrey,V3T 3Z2,-122.853801,49.194451,13300 105A AVE,71,13300 105A AVE Surrey
328,19300,65 Avenue,East Clayton,Surrey,V4N 0A3,-122.6886901,49.122029,19300 65TH AVE,71,19300 65TH AVE Surrey
329,2249,King George Boulevard,Surrey,Greater Vancouver,V4A 5A4,-122.7900987,49.0428098,2300 KING GEORGE BLVD,71,2300 KING GEORGE BLVD Surrey
330,72 Ave FS 124 St,Newton,Surrey,Greater Vancouver,V3W,-122.8791065,49.133986,124TH ST / 72ND AVE,70,124TH ST / 72ND AVE Surrey
331,96 Ave FS 132 St,Surrey,Greater Vancouver,British Columbia,V3T 3S4,-122.8568228,49.1771471,132ND ST / 96TH AVE,70,132ND ST / 96TH AVE Surrey
332,72 Ave FS 140 St,Newton,Surrey,Greater Vancouver,V3W,-122.834454,49.133685,140TH ST / 72ND AVE,70,140TH ST / 72ND AVE Surrey
333,10066,153 Street,Guildford,Surrey,V3R 4M3,-122.7980011,49.1858113,15300 101ST AVE,70,15300 101ST AVE Surrey
334,19,188 Street,Surrey,Greater Vancouver,V4N 5L1,-122.7016878,49.128483,18800 69TH AVE,70,18800 69TH AVE Surrey
335,7790,King George Boulevard,Newton,Surrey,V3W 5Y4,-122.8456534,49.1435718,7700 KING GEORGE BLVD,70,7700 KING GEORGE BLVD Surrey
336,21,80 Avenue,Newton,Surrey,V3W 5V6,-122.8881348,49.1486518,8000 120A ST,70,8000 120A ST Surrey
337,1057,King George Boulevard,Surrey,Greater Vancouver,V4A 9S7,-122.7635686,49.0213711,1100 KING GEORGE BLVD,69,1100 KING GEORGE BLVD Surrey
338,140 St FS 96 Ave,Surrey,Greater Vancouver,British Columbia,V3V 5Z4,-122.8346239,49.1770188,140TH ST / 96TH AVE,69,140TH ST / 96TH AVE Surrey
339,8383,159 Street,Surrey,Greater Vancouver,V4N 0W1,-122.7821747,49.1552477,15900 84TH AVE,69,15900 84TH AVE Surrey
340,19090,72 Avenue,East Clayton,Surrey,V4N 5Z8,-122.6936828,49.1334698,19100 72ND AVE,69,19100 72ND AVE Surrey
341,7360,137 Street,Newton,Surrey,V3W 1A3,-122.8424976,49.1365005,7300 137TH ST,69,7300 137TH ST Surrey
342,King George Blvd FS 84 Ave,Newton,Surrey,Greater Vancouver,V3W,-122.845802,49.1554464,84TH AVE / KING GEORGE BLVD,69,84TH AVE / KING GEORGE BLVD Surrey
343,9500,Prince Charles Boulevard,Surrey,Greater Vancouver,V3V 1S6,-122.8638143,49.1752985,9500 PRINCE CHARLES BLVD,69,9500 PRINCE CHARLES BLVD Surrey
344,104 Ave FS Whalley Blvd,Whalley,Surrey,Greater Vancouver,V3T 1W6,-122.8418961,49.191621,104TH AVE / WHALLEY BLVD,68,104TH AVE / WHALLEY BLVD Surrey
345,13468,77 Avenue,Newton,Surrey,V3W 6Y3,-122.8488776,49.1423387,13500 77TH AVE,68,13500 77TH AVE Surrey
346,13464,104 Avenue,Whalley,Surrey,V3T 1V8,-122.8490125,49.1913466,19400 LANGLEY BPS,68,19400 LANGLEY BPS Surrey
347,Fraser Hwy FS 64 Ave,Surrey,Greater Vancouver,British Columbia,V3S,-122.6915208,49.1189334,64TH AVE / FRASER HWY,68,64TH AVE / FRASER HWY Surrey
348,King George Blvd FS 96 Ave,Surrey,Greater Vancouver,British Columbia,Canada,-122.8456401,49.1770793,KING GEORGE BLVD / 96TH AVE,68,KING GEORGE BLVD / 96TH AVE Surrey
349,128 St FS 102 Ave,Surrey,Greater Vancouver,British Columbia,V3T,-122.8676882,49.1880229,10200 128TH ST,67,10200 128TH ST Surrey
350,9750,155A Street,Surrey,Greater Vancouver,V3R 7G7,-122.791108,49.1801293,10200 155A ST,67,10200 155A ST Surrey
351,104 Ave FS 148 St,Guildford,Surrey,Greater Vancouver,V3R,-122.8124328,49.1915509,104TH AVE / 148TH ST,67,104TH AVE / 148TH ST Surrey
352,12836,Carluke Crescent,Surrey,Greater Vancouver,V3V 6R4,-122.8624555,49.1658125,12800 CARLUKE CRES,67,12800 CARLUKE CRES Surrey
353,13494,72 Avenue,Newton,Surrey,V3W 2N8,-122.8483889,49.1335337,13500 72ND AVE,67,13500 72ND AVE Surrey
354,13458,King George Boulevard,Whalley,Surrey,V3T 2T8,-122.8494732,49.2015857,13500 KING GEORGE BLVD,67,13500 KING GEORGE BLVD Surrey
355,Fraser Hwy FS 148 St,Surrey,Greater Vancouver,British Columbia,V3R 3W6,-122.8123695,49.1702295,148TH ST / FRASER HWY,67,148TH ST / FRASER HWY Surrey
356,15090,101 Avenue,Guildford,Surrey,V3R 6T4,-122.8039145,49.1861313,15100 101ST AVE,67,15100 101ST AVE Surrey
357,152 St FS Fraser Hwy,Surrey,Greater Vancouver,British Columbia,V3R,-122.8015546,49.1660461,15200 FRASER HWY,67,15200 FRASER HWY Surrey
