"","X1","X1_1","street_number","street_name","neighborhood","city","HUNDRED_BLOCK","count","address","postal_code","ID","district","lon","lat"
"149",149,135,"7093","Hall Road","Newton","Surrey","7100 KING GEORGE BLVD",118,"7100 KING GEORGE BLVD Surrey","V3W 5A2",298,"Newton (Crescent Heights)",-122.8455115,49.1313275
"150",150,136,"107-13025","76 Avenue","Newton","Surrey","13000 76TH AVE",117,"13000 76TH AVE Surrey","V3W 2V7",290,"Newton (NA)",-122.8618301,49.140979
"151",151,137,"17","Patricia Bay Highway","Victoria","Saanich","HWY 17 / 104TH AVE",117,"HWY 17 / 104TH AVE Surrey","V8Z",NA,"NA",-123.3870207,48.48159
"152",152,138,"12702","King George Boulevard","South Westminster","Surrey","12700 KING GEORGE BLVD",116,"12700 KING GEORGE BLVD Surrey","Canada",70,"South Westminster (Bridgeview)",-122.8674175,49.2062626
"153",153,139,"159","104 Avenue","Guildford","Surrey","152ND ST / 104TH AVE",116,"152ND ST / 104TH AVE Surrey","V3R 6Y8",23,"Guildford (Johnson Heights)",-122.8009848,49.1915254
"154",154,140,"152 St FS 19 Ave","Surrey","Greater Vancouver","British Columbia","1900 152ND ST",116,"1900 152ND ST Surrey","V4A",416,"NA",-122.8011536,49.0365654
"155",155,141,"13746","Crescent Road","Surrey","Greater Vancouver","13700 CRESCENT RD",115,"13700 CRESCENT RD Surrey","V4P 1K8",403,"NA",-122.8423757,49.0635489
"156",156,142,"19500","Langley Bypass","Surrey","Greater Vancouver","19500 LANGLEY BPS",115,"19500 LANGLEY BPS Surrey","V3S 7R2",358,"NA",-122.6825498,49.1079033
"157",157,143,"14816","96 Avenue","Surrey","Greater Vancouver","9600 148TH ST",115,"9600 148TH ST Surrey","V3R 1E7",129,"NA",-122.8123498,49.1768133
"158",158,144,"140 St FS Fraser Hwy","Surrey","Greater Vancouver","British Columbia","140TH ST / FRASER HWY",114,"140TH ST / FRASER HWY Surrey","V3T",524,"Whalley (NA)",-122.8344448,49.178799
"159",159,145,"Southbound King George Blvd @ 94A Ave","Surrey","Greater Vancouver","British Columbia","9400 KING GEORGE BLVD",114,"9400 KING GEORGE BLVD Surrey","V3V",261,"NA",-122.8459218,49.173685
"160",160,146,"64 Ave FS 176 St","Cloverdale","Surrey","Greater Vancouver","17600 64TH AVE",113,"17600 64TH AVE Surrey","V3S",332,"Cloverdale (NA)",-122.7350987,49.118726
"161",161,147,"15456","Fraser Highway","Langley Township","Greater Vancouver","88TH AVE / FRASER HWY",113,"88TH AVE / FRASER HWY Surrey","V3A 4G6",147,"NA",-122.7934881,49.1630471
"162",162,148,"10608","151A Street","Guildford","Surrey","10600 151A ST",112,"10600 151A ST Surrey","V3R 1J8",508,"Guildford (Guildford)",-122.8019298,49.19509
"163",163,149,"47","96 Avenue","Whalley","Surrey","13500 96TH AVE",112,"13500 96TH AVE Surrey","V3V 1Y8",261,"Whalley (NA)",-122.848655,49.1767697
"164",164,150,"132 St FS 100 Ave","Whalley","Surrey","Greater Vancouver","10000 132ND ST",111,"10000 132ND ST Surrey","V3T",282,"Whalley (NA)",-122.8565405,49.184382
"165",165,151,"10221","153 Street","Guildford","Surrey","15300 102A AVE",111,"15300 102A AVE Surrey","V3R 0L7",22,"Guildford (Johnson Heights)",-122.7979554,49.1884328
"166",166,152,"128 St FS 76 Ave","Newton","Surrey","Greater Vancouver","128TH ST / 76TH AVE",110,"128TH ST / 76TH AVE Surrey","V3W",290,"Newton (NA)",-122.8678486,49.1410308
"167",167,153,"10","161A Street","Surrey","Greater Vancouver","2400 161A ST",110,"2400 161A ST Surrey","V3S 9H7",594,"NA",-122.7752171,49.0463375
"168",168,154,"3102","McBride Avenue","Crescent Beach","Surrey","3100 MCBRIDE AVE",110,"3100 MCBRIDE AVE Surrey","V4A 3H1",476,"Crescent Beach (Crescent Beach)",-122.8826545,49.0586742
"169",169,155,"72 Ave FS 128 St","Newton","Surrey","Greater Vancouver","72ND AVE / 128TH ST",110,"72ND AVE / 128TH ST Surrey","V3W",199,"Newton (NA)",-122.8679566,49.1338247
"170",170,156,"10392","King George Boulevard","Whalley","Surrey","KING GEORGE BLVD / 104TH AVE",110,"KING GEORGE BLVD / 104TH AVE Surrey","V3T 2W5",256,"Whalley (NA)",-122.8452331,49.191554
"171",171,157,"88 Ave FS 140 St","Surrey","Greater Vancouver","British Columbia","140TH ST / 88TH AVE",108,"140TH ST / 88TH AVE Surrey","Canada",470,"Newton (NA)",-122.834643,49.1627301
"172",172,158,"2855","King George Boulevard","Surrey","Greater Vancouver","2900 KING GEORGE BLVD",108,"2900 KING GEORGE BLVD Surrey","V4P 1B8",409,"NA",-122.8041831,49.0542568
"173",173,159,"10090","152 Street","Guildford","Surrey","10100 152ND ST",107,"10100 152ND ST Surrey","V3R 8X8",22,"Guildford (Johnson Heights)",-122.8008242,49.1861189
"174",174,160,"14200","96 Avenue","Surrey","Greater Vancouver","96TH AVE / FRASER HWY",107,"96TH AVE / FRASER HWY Surrey","Canada",524,"NA",-122.8284677,49.1765066
"175",175,161,"152 Street","Surrey","Greater Vancouver","British Columbia","FRASER HWY / 152ND ST",107,"FRASER HWY / 152ND ST Surrey","V3R",482,"NA",-122.8014026,49.1659895
"176",176,162,"15277","100 Avenue","Guildford","Surrey","10100 153RD ST",106,"10100 153RD ST Surrey","V3R 8X2",22,"Guildford (Johnson Heights)",-122.7981545,49.1853187
"177",177,163,"8118","128 Street","Newton","Surrey","128TH ST / 82ND AVE",106,"128TH ST / 82ND AVE Surrey","V3W 1R1",223,"Newton (NA)",-122.8679969,49.1503182
"178",178,164,"13280","105 Avenue","Whalley","Surrey","13300 105TH AVE",106,"13300 105TH AVE Surrey","V3T 1Z1",75,"Whalley (NA)",-122.8536677,49.1929909
"179",179,165,"13302","76 Avenue","Newton","Surrey","13300 76TH AVE",106,"13300 76TH AVE Surrey","V3W 2W1",295,"Newton (NA)",-122.8544082,49.1402496
"180",180,166,"72 Ave FS 128 St","Newton","Surrey","Greater Vancouver","128TH ST / 72ND AVE",105,"128TH ST / 72ND AVE Surrey","V3W",199,"Newton (NA)",-122.8679566,49.1338247
"181",181,167,"13820","104 Avenue","Whalley","Surrey","13800 104TH AVE",104,"13800 104TH AVE Surrey","V3T 1W9",256,"Whalley (NA)",-122.8397462,49.1915131
"182",182,168,"24 Ave FS 160 St","Surrey","Greater Vancouver","British Columbia","2500 160TH ST",104,"2500 160TH ST Surrey","V3S 0C8",594,"NA",-122.7791544,49.0456382
"183",183,169,"8005","King George Boulevard","Newton","Surrey","80TH AVE / KING GEORGE BLVD",104,"80TH AVE / KING GEORGE BLVD Surrey","V3W 5B4",112,"Newton (NA)",-122.8456819,49.1481481
"184",184,170,"152 St FS 100 Ave","Surrey","Greater Vancouver","British Columbia","10000 152ND ST",103,"10000 152ND ST Surrey","V3R",21,"NA",-122.8008342,49.1839259
"185",185,171,"10478","132 Street","Whalley","Surrey","10500 132ND ST",103,"10500 132ND ST Surrey","V3T 3V4",74,"Whalley (NA)",-122.8564469,49.1932476
"186",186,172,"13094","104 Avenue","Surrey","Greater Vancouver","13100 104TH AVE",103,"13100 104TH AVE Surrey","V3T 1T7",252,"NA",-122.8591865,49.191459
"187",187,173,"13784","101 Avenue","Whalley","Surrey","13800 101ST AVE",103,"13800 101ST AVE Surrey","V3T 1L4",509,"Whalley (NA)",-122.8399495,49.1855186
"188",188,174,"9496","127 Street","Surrey","Greater Vancouver","9500 127TH ST",103,"9500 127TH ST Surrey","V3V 5H7",267,"NA",-122.8705052,49.1753314
"189",189,175,"9782","137B Street","Whalley","Surrey","13800 FRASER HWY",102,"13800 FRASER HWY Surrey","V3T 4K1",93,"Whalley (NA)",-122.8402673,49.1806992
"190",190,176,"152 St FS 96 Ave","Surrey","Greater Vancouver","British Columbia","152ND ST / 96TH AVE",102,"152ND ST / 96TH AVE Surrey","V3R",19,"NA",-122.8011784,49.1768821
"191",191,177,"8220","King George Boulevard","Newton","Surrey","8200 KING GEORGE BLVD",102,"8200 KING GEORGE BLVD Surrey","V3W 6E1",108,"Newton (NA)",-122.8457324,49.1521818
"192",192,178,"8024","120 Street","Newton","Surrey","12000 80TH AVE",101,"12000 80TH AVE Surrey","V3W 3N3",220,"Newton (NA)",-122.8896462,49.1485343
"193",193,179,"Eastbound 105 Ave Lincoln Dr @ Lincoln Dr","Guildford","Surrey","Greater Vancouver","15100 105TH AVE",101,"15100 105TH AVE Surrey","V3R 7C1",507,"Guildford (Guildford)",-122.8026912,49.1932117
"194",194,180,"Eastbound 24 Ave @ 160 St","Surrey","Greater Vancouver","British Columbia","16000 24TH AVE",101,"16000 24TH AVE Surrey","V3S 9N6",595,"NA",-122.7786683,49.0454921
"195",195,181,"2220","160 Street","Surrey","Greater Vancouver","2200 160TH ST",101,"2200 160TH ST Surrey","V3S 9N6",595,"NA",-122.7791351,49.0434614
"196",196,182,"64 Ave FS 176 St","Cloverdale","Surrey","Greater Vancouver","64TH AVE / 176TH ST",101,"64TH AVE / 176TH ST Surrey","V3S",332,"Cloverdale (NA)",-122.734933,49.1187252
"197",197,183,"16025","104 Avenue","Surrey","Greater Vancouver","104TH AVE / 160TH ST",100,"104TH AVE / 160TH ST Surrey","V4N 1T3",517,"NA",-122.7771723,49.1933631
"198",198,184,"19510","Fraser Highway","Surrey","Greater Vancouver","19500 FRASER HWY",100,"19500 FRASER HWY Surrey","V3S 6K5",357,"NA",-122.6826194,49.1148629
"199",199,185,"128 St FS 93 Ave","Surrey","Greater Vancouver","British Columbia","9300 128TH ST",100,"9300 128TH ST Surrey","V3V",267,"NA",-122.8680695,49.1716982
"200",200,186,"10194","133 Street","Whalley","Surrey","10200 133RD ST",99,"10200 133RD ST Surrey","V3T 3Y7",255,"Whalley (NA)",-122.854058,49.1879819
"201",201,187,"13615","76 Avenue","Newton","Surrey","13700 76TH AVE",99,"13700 76TH AVE Surrey","V3W 8J5",114,"Newton (NA)",-122.8449669,49.1407896
"202",202,188,"72 Ave FS King George Blvd","Newton","Surrey","Greater Vancouver","KING GEORGE BLVD / 72ND AVE",99,"KING GEORGE BLVD / 72ND AVE Surrey","V3W",298,"Newton (Crescent Heights)",-122.8455282,49.1334851
"203",203,189,"11082","BC Parkway","South Westminster","Surrey","11100 124TH ST",98,"11100 124TH ST Surrey","V3V 4V1",239,"South Westminster (NA)",-122.8786244,49.2043332
"204",204,190,"13912","104 Avenue","Whalley","Surrey","13900 104TH AVE",98,"13900 104TH AVE Surrey","V3T 1X2",256,"Whalley (NA)",-122.8369325,49.1912172
"205",205,191,"17400","56 Avenue","Surrey","Greater Vancouver","17400 56TH AVE",98,"17400 56TH AVE Surrey","V3S 1C3",344,"NA",-122.7409258,49.1036117
"206",206,192,"152 St FS Hwy 10","Surrey","Greater Vancouver","British Columbia","56TH AVE / 152ND ST",98,"56TH AVE / 152ND ST Surrey","V3S",495,"Newton (NA)",-122.8011739,49.1045154
"207",207,193,"8520","132 Street","Newton","Surrey","8500 132ND ST",98,"8500 132ND ST Surrey","V3W 4N7",469,"Newton (NA)",-122.8563905,49.1576992
"208",208,194,"9256","121 Street","Surrey","Greater Vancouver","9200 121ST ST",98,"9200 121ST ST Surrey","V3V 7K8",227,"NA",-122.8874428,49.1704279
"209",209,195,"10538","153 Street","Guildford","Surrey","10500 153RD ST",97,"10500 153RD ST Surrey","V3R 0G6",520,"Guildford (Guildford)",-122.7978963,49.1940836
"210",210,196,"12287","84 Avenue","Newton","Surrey","12300 84TH AVE",97,"12300 84TH AVE Surrey","V3W 3G7",223,"Newton (NA)",-122.8823843,49.155793
"211",211,197,"9621","134 Street","Whalley","Surrey","9600 134TH ST",96,"9600 134TH ST Surrey","V3V 1Y6",259,"Whalley (NA)",-122.8513335,49.1774023
"212",212,198,"13748","Fraser Highway","Whalley","Surrey","9800 WHALLEY BLVD",96,"9800 WHALLEY BLVD Surrey","V3T 4G9",93,"Whalley (NA)",-122.8413807,49.1808096
"213",213,199,"10210","King George Boulevard","Whalley","Surrey","KING GEORGE BLVD / 102ND AVE",96,"KING GEORGE BLVD / 102ND AVE Surrey","V3T 2W5",255,"Whalley (NA)",-122.8453711,49.1878884
"214",214,199,"10210","King George Boulevard","Whalley","Surrey","KING GEORGE BLVD / 102ND AVE",96,"KING GEORGE BLVD / 102ND AVE Surrey","V3T 2W5",255,"Whalley (NA)",-122.8453711,49.1878884
"215",215,200,"14877","100 Avenue","Guildford","Surrey","14900 100TH AVE",95,"14900 100TH AVE Surrey","V3R 3H1",138,"Guildford (Johnson Heights)",-122.8104324,49.1841809
"216",216,201,"160 St FS Fraser Hwy","Surrey","Greater Vancouver","British Columbia","160TH ST / FRASER HWY",95,"160TH ST / FRASER HWY Surrey","V4N 0Y3",568,"NA",-122.7790105,49.157423
"217",217,202,"19416","64 Avenue","Surrey","Greater Vancouver","6400 194TH ST",95,"6400 194TH ST Surrey","V3S 3L7",531,"NA",-122.6853872,49.119172
"218",218,203,"9504","132 Street","Surrey","Greater Vancouver","9500 132ND ST",95,"9500 132ND ST Surrey","V3V 5R3",263,"NA",-122.8565479,49.1752663
"219",219,204,"13618","100 Avenue","Whalley","Surrey","KING GEORGE BLVD / 100TH AVE",95,"KING GEORGE BLVD / 100TH AVE Surrey","V3T 0A8",254,"Whalley (NA)",-122.8454059,49.1842491
"220",220,205,"10581","Scott Road","South Westminster","Surrey","10600 SCOTT RD",94,"10600 SCOTT RD Surrey","V3V 4G4",239,"South Westminster (NA)",-122.8876673,49.1948247
"221",221,206,"128 St FS 84 Ave","Newton","Surrey","Greater Vancouver","128TH ST / 84TH AVE",94,"128TH ST / 84TH AVE Surrey","V3W",223,"Newton (NA)",-122.8679958,49.1554236
"222",222,207,"144 St FS 72 Ave","Newton","Surrey","Greater Vancouver","144TH ST / 72ND AVE",94,"144TH ST / 72ND AVE Surrey","V3W",505,"Newton (NA)",-122.8232639,49.1337855
"223",223,208,"7808","132 Street","Newton","Surrey","7800 132ND ST",94,"7800 132ND ST Surrey","V3W 4N1",290,"Newton (NA)",-122.8567819,49.1445649
"224",224,209,"9285","122 Street","Surrey","Greater Vancouver","9300 122ND ST",94,"9300 122ND ST Surrey","V3V 7R7",227,"NA",-122.8846963,49.1721445
"225",225,210,"64 Ave FS 152 St","Surrey","Greater Vancouver","British Columbia","64TH AVE / 152ND ST",93,"64TH AVE / 152ND ST Surrey","V3S",538,"NA",-122.8010616,49.1191135
"226",226,211,"13350","Comber Way","Newton","Surrey","13300 COMBER WAY",92,"13300 COMBER WAY Surrey","V3W 5V9",295,"Newton (NA)",-122.854066,49.1360429
"227",227,212,"15456","Fraser Highway","Langley Township","Greater Vancouver","15500 FRASER HWY",92,"15500 FRASER HWY Surrey","V3A 4G6",147,"NA",-122.7935746,49.1630841
"228",228,213,"7435","176 Street","Surrey","Greater Vancouver","FRASER HWY / 176TH ST",92,"FRASER HWY / 176TH ST Surrey","V3S 4P4",575,"NA",-122.7346666,49.1380072
"229",229,214,"12332","Pattullo Place","South Westminster","Surrey","12300 PATTULLO PL",91,"12300 PATTULLO PL Surrey","V3V 8C3",239,"South Westminster (NA)",-122.8801156,49.2041957
"230",230,215,"11173","128 Street","South Westminster","Surrey","12800 KING GEORGE BLVD",91,"12800 KING GEORGE BLVD Surrey","V3V",70,"South Westminster (Bridgeview)",-122.8673355,49.2062642
"231",231,216,"Westbound 104 Ave @ Whalley Blvd","Whalley","Surrey","Greater Vancouver","13700 104TH AVE",91,"13700 104TH AVE Surrey","V3T 1W3",256,"Whalley (NA)",-122.842706,49.1915394
"232",232,217,"14105","104 Avenue","Whalley","Surrey","14100 104TH AVE",91,"14100 104TH AVE Surrey","V3T 1X6",90,"Whalley (NA)",-122.8313633,49.1914663
"233",233,218,"Southbound 168 St @ 63 Ave","Cloverdale","Surrey","Greater Vancouver","6300 168TH ST",91,"6300 168TH ST Surrey","V3S 0Z2",326,"Cloverdale (NA)",-122.7565009,49.1163216
"234",234,219,"9400","Prince Charles Boulevard","Surrey","Greater Vancouver","9400 PRINCE CHARLES BLVD",91,"9400 PRINCE CHARLES BLVD Surrey","V3V 1S6",265,"NA",-122.8631007,49.1742537
"235",235,220,"King George Blvd FS 76 Ave","Newton","Surrey","Greater Vancouver","KING GEORGE BLVD / 76TH AVE",91,"KING GEORGE BLVD / 76TH AVE Surrey","V3W",114,"Newton (NA)",-122.8456282,49.1407871
"236",236,221,"152 St FS 100 Ave","Surrey","Greater Vancouver","British Columbia","100TH AVE / 152ND ST",90,"100TH AVE / 152ND ST Surrey","V3R",23,"NA",-122.8009668,49.1842033
"237",237,222,"13630","84 Avenue","Newton","Surrey","13600 84TH AVE",90,"13600 84TH AVE Surrey","V3W 0T6",470,"Newton (NA)",-122.8447011,49.1554508
"238",238,223,"10089","137A Street","Whalley","Surrey","13700 101ST AVE",90,"13700 101ST AVE Surrey","V3T 4J4",91,"Whalley (NA)",-122.8417383,49.1861215
"239",239,224,"68 Ave FS King George Blvd","Newton","Surrey","Greater Vancouver","6800 KING GEORGE BLVD",90,"6800 KING GEORGE BLVD Surrey","V3W",299,"Newton (NA)",-122.8455318,49.1262414
"240",240,225,"5995","176 Street","Cloverdale","Surrey","6000 176TH ST",89,"6000 176TH ST Surrey","V3S 4E6",330,"Cloverdale (NA)",-122.7348502,49.1114495
"241",241,226,"128 St FS 80 Ave","Newton","Surrey","Greater Vancouver","80TH AVE / 128TH ST",89,"80TH AVE / 128TH ST Surrey","V3W",223,"Newton (NA)",-122.8680816,49.1482197
"242",242,227,"8115","121A Street","Newton","Surrey","8100 121A ST",89,"8100 121A ST Surrey","V3W 1J2",218,"Newton (NA)",-122.8867584,49.1507227
"243",243,228,"13502","Hilton Road","Whalley","Surrey","13500 HILTON RD",88,"13500 HILTON RD Surrey","V3R 5J4",66,"Whalley (Bridgeview)",-122.8483399,49.2025657
"244",244,229,"138 St FS 74 Ave","Newton","Surrey","Greater Vancouver","7400 138TH ST",88,"7400 138TH ST Surrey","V3W 9C5",304,"Newton (NA)",-122.8386006,49.1372403
"245",245,230,"14730","100 Avenue","Surrey","Greater Vancouver","14800 100TH AVE",87,"14800 100TH AVE Surrey","V3V 7Z2",86,"NA",-122.8122772,49.1841227
"246",246,231,"152 St FS 72 Ave","Surrey","Greater Vancouver","British Columbia","152ND ST / 72ND AVE",87,"152ND ST / 72ND AVE Surrey","V3S",536,"NA",-122.8011661,49.1336432
"247",247,232,"2500","King George Boulevard","Surrey","Greater Vancouver","2500 KING GEORGE BLVD",87,"2500 KING GEORGE BLVD Surrey","V4P 1H5",412,"NA",-122.79539,49.047892
"248",248,233,"King George Blvd FS 68 Ave","Newton","Surrey","Greater Vancouver","68TH AVE / KING GEORGE BLVD",87,"68TH AVE / KING GEORGE BLVD Surrey","V3W 4Z5",179,"Newton (NA)",-122.8457043,49.1261844
"249",249,234,"7525","King George Boulevard","Newton","Surrey","7600 KING GEORGE BLVD",87,"7600 KING GEORGE BLVD Surrey","V3W 5A8",114,"Newton (NA)",-122.8456278,49.1396832
"250",250,235,"14200","96 Avenue","Surrey","Greater Vancouver","FRASER HWY / 96TH AVE",87,"FRASER HWY / 96TH AVE Surrey","Canada",524,"NA",-122.8284677,49.1765066
"251",251,236,"10728","152 Street","Guildford","Surrey","10700 GUILDFORD DR",86,"10700 GUILDFORD DR Surrey","V3R 1W6",508,"Guildford (Guildford)",-122.8004927,49.1969965
"252",252,237,"12795","King George Boulevard","Surrey","Greater Vancouver","128TH ST / KING GEORGE BLVD",86,"128TH ST / KING GEORGE BLVD Surrey","V3V 3K7",239,"NA",-122.8674434,49.2064008
"253",253,238,"15200","Guildford Drive","Guildford","Surrey","15200 GUILDFORD DR",86,"15200 GUILDFORD DR Surrey","V3R 0Y5",520,"Guildford (Guildford)",-122.799978,49.196644
"254",254,239,"121-6820","188 Street","Surrey","Greater Vancouver","6800 188TH ST",86,"6800 188TH ST Surrey","V4N 5J8",532,"NA",-122.7014081,49.1266122
"255",255,240,"13200","Old Yale Road","Whalley","Surrey","13200 OLD YALE RD",85,"13200 OLD YALE RD Surrey","V3T 3C6",254,"Whalley (NA)",-122.8556519,49.1874245
"256",256,241,"152 St FS 88 Ave","Surrey","Greater Vancouver","British Columbia","88TH AVE / 152ND ST",85,"88TH AVE / 152ND ST Surrey","Canada",141,"NA",-122.8015659,49.1627892
"257",257,242,"9898","151 Street","Surrey","Greater Vancouver","9900 151ST ST",85,"9900 151ST ST Surrey","V3R 8C9",20,"NA",-122.8036949,49.1821804
"258",258,243,"13618","100 Avenue","Whalley","Surrey","100TH AVE / KING GEORGE BLVD",84,"100TH AVE / KING GEORGE BLVD Surrey","V3T 0A8",254,"Whalley (NA)",-122.8454059,49.1842491
"259",259,244,"144 St FS 72 Ave","Newton","Surrey","Greater Vancouver","72ND AVE / 144TH ST",84,"72ND AVE / 144TH ST Surrey","V3W",505,"Newton (NA)",-122.8232639,49.1337855
"260",260,245,"7401","King George Boulevard","Newton","Surrey","74TH AVE / KING GEORGE BLVD",84,"74TH AVE / KING GEORGE BLVD Surrey","V3W 5A8",295,"Newton (NA)",-122.8456069,49.1371466
"261",261,246,"88 Ave FS 140 St","Surrey","Greater Vancouver","British Columbia","88TH AVE / 140TH ST",84,"88TH AVE / 140TH ST Surrey","Canada",470,"Newton (NA)",-122.834643,49.1627301
"262",262,247,"72 Ave FS 132 St","Newton","Surrey","Greater Vancouver","132ND ST / 72ND AVE",83,"132ND ST / 72ND AVE Surrey","V3W",198,"Newton (NA)",-122.8566835,49.1336715
"263",263,248,"14410","108 Avenue","Guildford","Surrey","14400 108TH AVE",83,"14400 108TH AVE Surrey","V3R 1V4",82,"Guildford (NA)",-122.8228202,49.1984438
"264",264,249,"9018","151 Street","Surrey","Greater Vancouver","15100 FRASER HWY",83,"15100 FRASER HWY Surrey","V3R 8Y9",482,"NA",-122.8041188,49.1668488
"265",265,250,"152 St FS 100 Ave","Surrey","Greater Vancouver","British Columbia","15200 100TH AVE",83,"15200 100TH AVE Surrey","V3R",23,"NA",-122.8008855,49.1842028
"266",266,251,"16025","104 Avenue","Surrey","Greater Vancouver","160TH ST / 104TH AVE",83,"160TH ST / 104TH AVE Surrey","V4N 1T3",517,"NA",-122.7771723,49.1933631
"267",267,252,"17494","175 Street","Cloverdale","Surrey","17500 64TH AVE",83,"17500 64TH AVE Surrey","V3S 1Y9",332,"Cloverdale (NA)",-122.7378978,49.118355
"268",268,253,"8078","British Columbia 99 Alternate","Newton","Surrey","8100 KING GEORGE BLVD",83,"8100 KING GEORGE BLVD Surrey","V3W 5B5",110,"Newton (NA)",-122.8456377,49.1500221
"269",269,254,"128 St FS 88 Ave","Surrey","Greater Vancouver","British Columbia","88TH AVE / 128TH ST",83,"88TH AVE / 128TH ST Surrey","V3W",223,"Newton (NA)",-122.8679714,49.1625474
